150
1.0 0.0
0.0 1.0
0.916068 	0.903538 	
0.064937 	0.0780409 	
0.810267 	0.169333 	
0.858865 	0.499881 	
0.974045 	0.818968 	
0.226378 	0.43832 	
0.865977 	0.232892 	
0.715566 	0.956812 	
0.470721 	0.964107 	
0.0281563 	0.940748 	
0.613001 	0.339279 	
0.312538 	0.498454 	
0.0585903 	0.841393 	
0.505921 	0.0531968 	
0.456094 	0.330238 	
0.181023 	0.682497 	
0.385111 	0.522119 	
0.406687 	0.875606 	
0.865344 	0.298724 	
0.908222 	0.117765 	
0.545308 	0.801283 	
0.999591 	0.549975 	
0.134384 	0.989169 	
0.412579 	0.700871 	
0.310852 	0.873922 	
0.343849 	0.9537 	
0.0598833 	0.212306 	
0.140181 	0.518484 	
0.661843 	0.42072 	
0.139203 	0.0676552 	
0.507142 	0.133419 	
0.430527 	0.000424262 	
0.587012 	0.742921 	
0.780157 	0.789088 	
0.0968183 	0.442974 	
0.407076 	0.467651 	
0.569952 	0.434919 	
0.951565 	0.476581 	
0.791996 	0.952883 	
0.169832 	0.35376 	
0.225169 	0.321719 	
0.932277 	0.0230728 	
0.579957 	0.0627239 	
0.57706 	0.163528 	
0.299913 	0.162929 	
0.865781 	0.818485 	
0.756492 	0.384213 	
0.78199 	0.633535 	
0.848171 	0.737656 	
0.21712 	0.225422 	
0.459816 	0.806948 	
0.782153 	0.690892 	
0.709499 	0.0497864 	
0.877298 	0.60871 	
0.247685 	0.80582 	
0.587596 	0.997084 	
0.664074 	0.930155 	
0.156213 	0.208999 	
0.508633 	0.665423 	
0.375494 	0.260893 	
0.279332 	0.230835 	
0.00686222 	0.114873 	
0.356318 	0.741577 	
0.490997 	0.907568 	
0.496961 	0.214972 	
0.127252 	0.315096 	
0.733372 	0.283181 	
0.357209 	0.410506 	
0.205843 	0.120156 	
0.105584 	0.563036 	
0.564514 	0.533783 	
0.987017 	0.460975 	
0.938226 	0.179005 	
0.738091 	0.397275 	
0.763818 	0.557939 	
0.0135844 	0.584654 	
0.320303 	0.607916 	
0.4773 	0.728418 	
0.840019 	0.992516 	
0.110156 	0.735616 	
0.141674 	0.780477 	
0.873022 	0.41476 	
0.297808 	0.333083 	
0.0277403 	0.705203 	
0.698603 	0.17684 	
0.659257 	0.840071 	
0.656671 	0.0720325 	
0.333456 	0.648833 	
0.64917 	0.574428 	
0.348908 	0.0338332 	
0.377369 	0.825351 	
0.238006 	0.447906 	
0.947858 	0.293815 	
0.416215 	0.59527 	
0.209125 	0.98307 	
0.18168 	0.913896 	
0.982098 	0.794258 	
0.134066 	0.620458 	
0.346282 	0.353245 	
0.592734 	0.616449 	
0.115693 	0.85265 	
0.827986 	0.877051 	
0.286522 	0.959163 	
0.768212 	0.0605964 	
0.00358769 	0.032846 	
0.388043 	0.221777 	
0.416356 	0.0967375 	
0.0682311 	0.283779 	
0.467822 	0.384266 	
0.482315 	0.600132 	
0.791929 	0.144612 	
0.695614 	0.643255 	
0.659981 	0.168031 	
0.678749 	0.790035 	
0.0431371 	0.670327 	
0.23163 	0.700191 	
0.586422 	0.33344 	
0.937636 	0.931096 	
0.747945 	0.86247 	
0.0242444 	0.355151 	
0.239426 	0.545649 	
0.229683 	0.596551 	
0.891967 	0.583397 	
0.219655 	0.856255 	
0.308005 	0.0938074 	
0.560297 	0.859281 	
0.865897 	0.0602716 	
0.239602 	0.0612537 	
0.978244 	0.364379 	
0.498773 	0.523267 	
0.777133 	0.273554 	
0.286644 	0.749066 	
0.939002 	0.668036 	
0.410409 	0.146204 	
0.0671065 	0.948092 	
0.645172 	0.48491 	
0.804044 	0.485275 	
0.589741 	0.93126 	
0.986496 	0.217385 	
0.112762 	0.154116 	
0.60923 	0.686537 	
0.862944 	0.369806 	
0.0962196 	0.43512 	
0.668865 	0.273093 	
0.718297 	0.517446 	
0.489713 	0.281629 	
0.910631 	0.723383 	
0.701749 	0.724975 	
0.504051 	0.438906 	
0.579774 	0.238106
