150
1.0 0.0
0.0 1.0
0.299675 	0.769375 	
0.116201 	0.728653 	
0.953072 	0.328563 	
0.351384 	0.702245 	
0.79931 	0.0613729 	
0.0819368 	0.263159 	
0.258599 	0.689944 	
0.413152 	0.295291 	
0.288611 	0.464634 	
0.736289 	0.498204 	
0.402846 	0.670393 	
0.861964 	0.676969 	
0.0694752 	0.177032 	
0.462206 	0.0100315 	
0.599174 	0.729196 	
0.443641 	0.545133 	
0.563571 	0.0409222 	
0.282236 	0.384501 	
0.548675 	0.906769 	
0.744493 	0.378638 	
0.85376 	0.303547 	
0.116347 	0.102958 	
0.479844 	0.291821 	
0.25666 	0.285776 	
0.746173 	0.242952 	
0.106358 	0.571271 	
0.36226 	0.335928 	
0.661845 	0.952062 	
0.660563 	0.647729 	
0.0488946 	0.330457 	
0.614307 	0.413434 	
0.1265 	0.678433 	
0.548474 	0.829493 	
0.452634 	0.910508 	
0.456181 	0.812254 	
0.115669 	0.0297438 	
0.525379 	0.0813656 	
0.0684817 	0.431139 	
0.820859 	0.770751 	
0.320306 	0.277086 	
0.759517 	0.294727 	
0.739996 	0.66961 	
0.164521 	0.594686 	
0.1918 	0.310372 	
0.891702 	0.117356 	
0.0368367 	0.64009 	
0.650189 	0.596358 	
0.701306 	0.404629 	
0.864254 	0.237105 	
0.33526 	0.0509721 	
0.98743 	0.464757 	
0.381443 	0.418159 	
0.928604 	0.615059 	
0.0577144 	0.519835 	
0.400103 	0.184165 	
0.462266 	0.698626 	
0.658711 	0.131372 	
0.0814354 	0.801752 	
0.823814 	0.42576 	
0.0316469 	0.0944286 	
0.00262839 	0.2545 	
0.966256 	0.87918 	
0.962349 	0.77091 	
0.0551763 	0.900732 	
0.901416 	0.550552 	
0.0161534 	0.758431 	
0.490289 	0.419952 	
0.72348 	0.031432 	
0.862614 	0.50994 	
0.166374 	0.185652 	
0.863217 	0.0163993 	
0.285358 	0.172515 	
0.354621 	0.847208 	
0.359851 	0.609288 	
0.784066 	0.524333 	
0.245438 	0.079982 	
0.301415 	0.181103 	
0.212421 	0.866939 	
0.264371 	0.00853155 	
0.18209 	0.937425 	
0.664133 	0.22177 	
0.855706 	0.902061 	
0.923573 	0.838833 	
0.841914 	0.376498 	
0.614616 	0.356979 	
0.385247 	0.10326 	
0.19814 	0.0838173 	
0.992898 	0.548006 	
0.71578 	0.874893 	
0.465101 	0.578175 	
0.624198 	0.875146 	
0.538425 	0.458585 	
0.501756 	0.357558 	
0.532694 	0.670782 	
0.649194 	0.0251121 	
0.225676 	0.408429 	
0.410155 	0.448725 	
0.108339 	0.411718 	
0.400158 	0.0327634 	
0.0549426 	0.979152 	
0.824896 	0.631334 	
0.68671 	0.757065 	
0.141817 	0.331056 	
0.534642 	0.536586 	
0.929177 	0.123437 	
0.431874 	0.933527 	
0.318901 	0.93499 	
0.186218 	0.522949 	
0.564867 	0.967662 	
0.911872 	0.717603 	
0.749064 	0.748123 	
0.54888 	0.222345 	
0.920607 	0.0110461 	
0.665508 	0.497444 	
0.282187 	0.548708 	
0.212656 	0.685743 	
0.783568 	0.143414 	
0.663242 	0.289272 	
0.920105 	0.440779 	
0.622991 	0.783221 	
0.831462 	0.807975 	
0.0909846 	0.865651 	
0.439128 	0.202208 	
0.48858 	0.12808 	
0.177747 	0.212227 	
0.660533 	0.122362 	
0.176155 	0.796145 	
0.607983 	0.526142 	
0.786707 	0.160577 	
0.560715 	0.634373 	
0.356389 	0.521519 	
0.963274 	0.374787 	
0.909214 	0.228356 	
0.164797 	0.964712 	
0.239009 	0.811816 	
0.733037 	0.865647 	
0.493675 	0.772786 	
0.762519 	0.98173 	
0.00083208 	0.035607 	
0.823672 	0.923775 	
0.00426749 	0.661209 	
0.376601 	0.797715 	
0.305801 	0.924235 	
0.961405 	0.948094 	
0.564611 	0.174484 	
0.573416 	0.289798 	
0.176451 	0.464934 	
0.993659 	0.177191 	
0.2667 	0.603841 	
0.755662 	0.598779
