600	0
30	0
0	25.9807621135332
0.5	0.866025403784439
1	0
2	0
2.5	0.866025403784439
3.5	0.866025403784439
4	0
5	0
5.5	0.866025403784439
6.5	0.866025403784439
7	0
8	0
8.5	0.866025403784439
9.5	0.866025403784439
10	0
11	0
11.5	0.866025403784439
12.5	0.866025403784439
13	0
14	0
14.5	0.866025403784439
15.5	0.866025403784439
16	0
17	0
17.5	0.866025403784439
18.5	0.866025403784439
19	0
20	0
20.5	0.866025403784439
21.5	0.866025403784439
22	0
23	0
23.5	0.866025403784439
24.5	0.866025403784439
25	0
26	0
26.5	0.866025403784439
27.5	0.866025403784439
28	0
29	0
29.5	0.866025403784439
0.5	2.59807621135332
1	1.73205080756888
2	1.73205080756888
2.5	2.59807621135332
3.5	2.59807621135332
4	1.73205080756888
5	1.73205080756888
5.5	2.59807621135332
6.31698729810778	3.28108891324554
7	1.73205080756888
8	1.73205080756888
8.5	2.59807621135332
9.5	2.59807621135332
10	1.73205080756888
11	1.73205080756888
11.5	2.59807621135332
12.5	2.59807621135332
13	1.73205080756888
13.8169872981078	2.4150635094611
14.6830127018922	1.9150635094611
15.5	2.59807621135332
16	1.73205080756888
17	1.73205080756888
17.5	2.59807621135332
18.5	2.59807621135332
19	1.73205080756888
20	1.73205080756888
20.5	2.59807621135332
21.5	2.59807621135332
22	1.73205080756888
23	1.73205080756888
24	3.09807621135332
24	2.09807621135332
25	1.73205080756888
26	1.73205080756888
26.5	2.59807621135332
27.3169872981078	3.28108891324554
28	1.73205080756888
29	1.73205080756888
29.5	2.59807621135332
0.5	4.33012701892219
1	3.46410161513775
2	3.46410161513775
2.5	4.33012701892219
3.5	4.33012701892219
4	3.46410161513775
5	3.46410161513775
5.5	4.33012701892219
6.5	4.33012701892219
7.18301270189222	2.78108891324554
8	3.46410161513775
8.5	4.33012701892219
9.5	4.33012701892219
10	3.46410161513775
10.8169872981078	4.14711431702997
11.6830127018922	3.64711431702997
12.5	4.33012701892219
13	3.46410161513775
14	3.46410161513775
14.5	4.33012701892219
15.5	4.33012701892219
16	3.46410161513775
17	3.46410161513775
17.5	4.33012701892219
18.5	4.33012701892219
19	3.46410161513775
20	3.46410161513775
20.5	4.33012701892219
21.5	4.33012701892219
22	3.46410161513775
23	3.46410161513775
23.5	4.33012701892219
25.1830127018922	4.14711431702997
24.3169872981078	3.64711431702997
26	3.46410161513775
26.5	4.33012701892219
27.5	4.33012701892219
28.1830127018922	2.78108891324554
29	3.46410161513775
29.5	4.33012701892219
0.5	6.06217782649107
1	5.19615242270663
2	5.19615242270663
2.5	6.06217782649107
3.5	6.06217782649107
4	5.19615242270663
5	5.19615242270663
4.81698729810778	6.24519052838329
6.5	6.06217782649107
7	5.19615242270663
8	5.19615242270663
8.5	6.06217782649107
9.5	6.06217782649107
10	5.19615242270663
11	5.19615242270663
11.5	6.06217782649107
12.5	6.06217782649107
13	5.19615242270663
14	5.19615242270663
14.5	6.06217782649107
15.5	6.06217782649107
16	5.19615242270663
17	5.19615242270663
17.5	6.06217782649107
18.5	6.06217782649107
19	5.19615242270663
20	5.19615242270663
20.5	6.06217782649107
21.5	6.06217782649107
22	5.19615242270663
23	5.19615242270663
23.5	6.06217782649107
24.5	6.06217782649107
25	5.19615242270663
